"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"lombardia";"AP472515";"male";60;"Diploma";"Libero professionista";"Yes";"Comitato di Desio";"Si";"27";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";21;14;3;2;3;3;3;0;3;0;1;2;1;0;7;24;42;31;21;10;33;126;31;22;27;28;18;62;22;29;3;5;12;0;9;14;3;9;2;11;19;9;18;12;18;55;32;8;12;16
"lombardia";"MP26193";"female";21;"Diploma";"Studente";"Yes";"Comitato di Luino";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";33;17;3;4;3;4;3;4;3;3;3;2;1;0;16;31;35;34;22;12;27;152;36;22;42;33;19;61;21;73;12;22;16;1;22;60;23;23;14;13;9;15;9;12;7;25;40;17;15;24
"lombardia";"PS612010";"female";54;"Diploma";"Dipendente";"Yes";"Comitato di Lurate Caccivio";"Si";"25";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"Yes";14;8;0;3;2;1;2;1;2;0;1;1;1;0;6;38;26;31;15;16;39;158;35;30;36;39;18;53;22;73;12;17;16;2;26;15;8;7;0;19;20;9;17;16;17;54;44;11;22;24
"lombardia";"RR0293";"female";41;"Diploma";"Dipendente";"Yes";"Comitato di Luino";"Si";"6";"Più di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";17;9;4;1;2;2;0;3;2;0;2;1;0;0;8;39;24;38;25;13;36;133;27;20;34;39;13;64;27;50;10;10;12;0;18;10;2;7;1;14;15;12;16;11;17;48;37;20;19;21
"lombardia";"BB606039";"male";50;"Diploma";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"30";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"No";15;6;1;2;1;1;1;1;2;0;3;1;1;1;9;33;29;33;21;12;35;141;30;28;33;35;15;55;25;56;10;15;12;2;17;30;11;15;4;17;14;13;12;16;14;40;46;18;15;18
"lombardia";"AR564619";"male";62;"Diploma";"Dipendente";"Yes";"Comitato di Triangolo Lariano";"Si";"3";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";11;9;1;0;4;1;3;0;1;0;1;0;0;0;2;38;35;35;22;13;38;124;22;23;27;34;18;61;22;35;6;7;9;2;11;5;2;2;1;13;20;9;19;13;20;59;35;20;16;20
"lombardia";"CMO436214";"female";52;"Laurea breve";"Dipendente";"Yes";"Comitato di Cremona";"Si";"6";"Più di 1 anno fa";"1 turno al mese";"Soccorritore";"No";"No";16;7;2;2;1;1;1;1;1;2;2;1;1;1;9;31;26;30;21;9;34;126;30;18;29;29;20;65;20;34;6;8;8;0;12;4;0;4;0;14;19;11;12;12;17;48;37;13;16;17
"lombardia";"Sr207534";"male";28;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Monza";"Si";"2";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";21;7;2;0;2;1;2;2;3;1;3;3;2;0;14;39;24;21;16;5;31;131;27;24;26;36;18;60;22;0;0;0;0;0;0;0;0;0;0;12;9;10;7;12;11;27;34;16;20;23
"lombardia";"DC549311";"male";23;"Laurea breve";"Studente";"Yes";"Comitato di Calvisano";"Si";"1";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";25;10;2;2;2;2;2;2;4;1;3;1;2;2;15;32;21;23;14;9;27;131;25;22;34;31;19;62;21;76;11;19;16;4;26;0;0;0;0;15;15;12;12;12;12;39;39;24;24;18
"lombardia";"Is026224";"female";61;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Bresso";"Si";"2";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"Yes";9;5;2;1;1;1;0;1;1;1;1;0;0;0;4;39;27;36;22;14;42;127;22;19;33;34;19;64;21;23;1;4;10;0;8;3;0;3;0;13;17;5;20;19;20;57;37;17;17;18
"lombardia";"AM859289";"male";21;"Diploma";"Studente";"Yes";"Comitato di Bergamo Hinterland";"Si";"2";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";14;5;3;1;0;1;0;3;1;1;2;0;0;2;9;38;34;26;14;12;38;135;31;25;33;30;16;56;24;26;2;6;11;2;5;8;2;6;0;20;22;17;18;14;19;59;51;19;17;8
"lombardia";"CB094852";"male";49;"Diploma";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"27";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";5;2;0;0;1;0;1;0;0;0;1;1;1;0;3;30;20;30;21;9;38;135;25;21;37;34;18;63;22;0;0;0;0;0;0;0;0;0;0;8;21;9;17;11;20;58;28;16;16;16
"lombardia";"LC0761121";"male";40;"Diploma";"Libero professionista";"Yes";"Comitato di Basso Lario";"Si";"15";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";26;11;1;4;2;1;3;2;4;3;3;2;1;0;15;33;26;24;15;9;40;135;23;22;35;28;27;62;13;30;10;1;8;2;9;18;9;9;0;10;14;17;10;11;12;36;38;19;19;20
"lombardia";"FELICE21";"male";47;"Dottorato";"Dipendente";"Yes";"Comitato di Asola";"Si";"15";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";18;12;1;3;2;2;4;0;2;0;4;0;0;0;6;42;33;41;27;14;42;144;38;22;29;35;20;61;20;76;12;17;14;7;26;8;7;1;0;19;20;7;16;13;17;53;39;20;24;22
"lombardia";"DP323767";"male";26;"Diploma";"Libero professionista";"Yes";"Comitato di Gallarate";"Si";"3";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";24;11;2;4;3;1;1;2;2;1;2;4;1;1;13;29;26;28;18;10;29;104;13;21;26;28;16;62;24;25;6;4;3;0;12;43;15;19;9;8;10;12;6;11;8;24;31;13;12;11
"lombardia";"PA303020";"female";29;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Brugherio";"Si";"8";"Meno di 1 anno fa";"Meno di 1 turno al mese";"Capo-squadra";"Yes";"No";25;11;1;2;4;1;3;1;2;2;3;3;1;2;14;37;37;42;27;15;42;161;43;21;37;41;19;63;21;49;9;11;13;0;16;9;4;3;2;21;20;13;7;16;13;40;50;23;21;17
"lombardia";"EL50587";"female";46;"Laurea breve";"Dipendente";"Yes";"Comitato di Suzzara";"Si";"28";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";24;14;4;2;2;4;2;2;2;0;2;2;2;0;10;28;24;24;16;8;28;83;17;18;14;14;20;66;20;61;9;15;12;4;21;66;24;24;18;20;10;16;8;16;8;26;52;24;24;24
"lombardia";"AS810936";"male";40;"Diploma";"Libero professionista";"Yes";"Comitato di Area Nord Milanese";"Si";"20";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"No";10;8;4;1;1;2;0;0;1;0;1;0;0;0;2;43;26;36;25;11;43;127;28;16;25;38;20;68;20;1;0;0;1;0;0;9;5;3;1;16;21;13;20;14;18;59;43;24;15;24
"lombardia";"LM75542";"female";31;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Uggiate Trevano";"Si";"9";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";17;6;1;2;1;1;1;3;1;1;3;1;1;1;11;35;35;31;19;12;35;143;23;30;40;36;14;53;26;22;0;4;15;2;1;4;0;4;0;21;15;19;14;18;15;44;58;9;9;8
"lombardia";"LS78487";"female";26;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Brugherio";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";30;15;2;3;3;3;4;1;2;3;4;4;1;0;15;33;39;34;22;12;42;157;36;24;36;40;21;59;19;0;0;0;0;0;0;24;4;17;3;16;16;13;6;14;5;27;43;17;7;24
"lombardia";"MG6125";"male";21;"Diploma";"Studente";"Yes";"Comitato di Treviglio";"Si";"3";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";13;6;0;2;2;1;1;0;3;0;1;2;1;0;7;9;31;4;3;1;23;134;18;34;31;38;13;49;27;4;0;0;4;0;0;0;0;0;0;7;13;13;14;15;16;43;35;6;16;12
"lombardia";"AA988951";"female";53;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Varese";"Si";"29";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;37;37;37;24;13;44;145;32;16;40;37;20;68;20;8;1;0;3;0;4;12;7;5;0;17;20;17;19;17;20;59;51;22;24;20
"lombardia";"GD961113";"female";54;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";13;6;1;1;0;3;1;3;1;0;1;1;1;0;7;36;35;39;26;13;35;136;29;18;35;36;18;66;22;24;9;7;3;0;5;10;7;3;0;15;14;11;12;18;17;43;44;18;14;17
"lombardia";"BC82272";"male";32;"Diploma";"Dipendente";"Yes";"Comitato di Lainate";"Si";"13";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"Yes";14;5;0;2;0;2;1;0;2;0;2;2;3;0;9;41;32;33;18;15;27;135;23;22;34;37;19;61;21;62;13;15;14;0;20;11;4;5;2;20;13;15;15;16;16;44;51;19;24;10
"lombardia";"AB465210";"female";57;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"9";"Più di 6 mesi fa";"1 turno a settimana";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"RT6289111";"female";24;"Laurea breve";"Studente";"Yes";"Comitato di Gallarate";"Si";"1";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";32;16;4;3;3;4;2;4;4;3;1;3;0;1;16;38;42;42;28;14;34;163;45;18;42;38;20;66;20;33;7;7;9;0;10;8;2;6;0;10;8;10;8;12;5;21;32;22;24;24
"lombardia";"az239826";"male";59;"Diploma";"Libero professionista";"Yes";"Comitato di Casteggio";"Si";"5";"Più di 2 mesi fa";"1 turno a settimana";"Autista";"No";"Yes";8;5;1;1;2;1;0;2;1;0;0;0;0;0;3;29;33;44;29;15;41;130;25;21;34;32;18;63;22;50;9;10;12;0;19;4;2;2;0;10;19;9;20;12;19;58;31;20;16;19
"lombardia";"OP26615";"female";49;"Diploma";"Libero professionista";"Yes";"Comitato di Grandate";"Si";"29";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";41;15;4;4;3;2;2;4;4;4;4;4;4;2;26;26;30;13;4;9;43;167;39;30;36;45;17;54;23;17;7;0;0;0;10;50;24;14;12;5;9;8;8;8;12;29;21;14;16;24
"lombardia";"854";"male";24;"Laurea breve";"Dipendente";"Yes";"Comitato di Nova Milanese";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"AA99319";"male";67;"Diploma";"Pensionato";"Yes";"Comitato Di Bresso";"Si";"4";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"Yes";13;9;1;1;3;2;2;0;1;1;0;1;1;0;4;35;15;39;28;11;33;138;29;21;35;28;25;63;15;72;10;16;10;7;29;31;10;11;10;20;15;13;12;15;17;44;48;21;12;12
"lombardia";"MI67842";"male";29;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Varese";"Si";"4";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";27;13;3;3;3;2;2;3;1;3;1;3;1;2;14;26;15;36;25;11;44;133;24;21;35;33;20;61;20;26;6;3;4;0;13;12;9;1;2;13;11;13;8;14;11;30;40;24;15;12
"lombardia";"PR174632";"female";38;"Laurea breve";"Dipendente";"Yes";"Comitato di Ghedi";"Si";"2";"Più di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";10;3;1;1;0;0;1;1;1;1;2;1;1;0;7;38;31;34;19;15;47;146;32;27;37;34;16;56;24;67;12;16;14;2;23;12;3;9;0;16;17;16;15;12;17;49;44;24;24;24
"lombardia";"ab353718";"male";24;"Laurea breve";"Studente";"Yes";"Comitato di Merate";"Si";"5";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";17;9;3;1;2;1;2;2;1;1;1;1;1;1;8;29;28;30;19;11;35;124;24;19;28;36;17;64;23;42;8;8;9;1;16;3;1;2;0;9;13;10;13;12;14;40;31;14;13;8
"lombardia";"LT16930";"male";54;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Settimo Milanese";"Si";"20";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";14;7;1;1;1;3;1;0;2;0;1;3;1;0;7;35;22;31;19;12;39;134;30;25;32;28;19;57;21;53;11;10;16;2;14;12;5;7;0;16;24;7;17;11;19;60;34;24;20;24
"lombardia";"AZ454551";"male";21;"Diploma";"Studente";"Yes";"Comitato di Merate";"Si";"2";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";25;10;2;2;2;3;1;2;3;3;3;3;1;0;15;41;35;34;21;13;26;164;45;23;39;35;22;61;18;10;3;0;4;0;3;9;5;4;0;15;16;9;10;15;14;40;39;22;24;20
"lombardia";"ET147463";"female";21;"Diploma";"Studente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";23;10;1;3;2;2;2;2;2;2;3;2;1;1;13;21;21;23;13;10;38;146;42;21;37;26;20;63;20;66;12;16;17;0;21;39;12;20;7;7;6;11;5;10;9;20;28;20;23;20
"lombardia";"GBP159212";"male";23;"Diploma";"Studente";"Yes";"Comitato di Sondrio";"Si";"5";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";21;10;3;2;1;3;1;1;1;2;1;2;1;3;11;35;40;31;18;13;33;138;33;19;30;32;24;65;16;43;8;10;4;3;18;63;19;28;16;10;14;11;9;9;9;32;30;24;20;22
"lombardia";"MB917434";"male";36;"Laurea breve";"Dipendente";"Yes";"Comitato di Varese";"Si";"5";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";32;12;3;2;3;1;3;4;2;4;1;2;3;4;20;20;26;26;17;9;33;167;34;29;35;42;27;53;13;60;10;13;11;7;19;21;12;6;3;16;11;17;8;15;13;32;48;19;6;17
"lombardia";"MP436712";"male";64;"Diploma";"Pensionato";"Yes";"Comitato di Lecco";"Si";"7";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";23;8;1;1;2;2;2;2;2;2;2;3;2;2;15;26;25;30;19;11;31;142;33;26;32;31;20;56;20;50;8;10;8;3;21;8;0;7;1;15;15;14;11;15;14;40;44;24;15;24
"lombardia";"SA36583";"male";26;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"8";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";24;12;2;2;3;2;3;0;4;0;4;3;1;0;12;37;23;25;15;10;36;161;41;27;37;38;18;56;22;49;11;11;14;1;12;47;14;20;13;17;15;17;13;17;14;42;51;23;23;20
"lombardia";"Gb73781";"male";46;"Scuola media primaria";"Dipendente";"Yes";"Comitato di San Donato Milanese";"Si";"10";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";18;8;2;1;1;2;2;0;2;1;3;1;2;1;10;20;20;30;22;8;33;130;24;18;36;36;16;66;24;39;3;7;15;0;14;10;7;3;0;15;18;16;12;11;16;46;42;22;23;23
"lombardia";"MP15011";"male";22;"Laurea breve";"Studente";"Yes";"Comitato di Como";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";6;2;1;0;0;1;0;0;2;1;0;0;1;0;4;42;38;40;26;14;41;140;29;22;38;31;20;62;20;7;1;1;1;0;4;34;14;12;8;20;21;6;20;14;16;57;40;20;23;24
"lombardia";"Ar206911";"male";44;"Diploma";"Dipendente";"Yes";"Comitato di Valceresio";"Si";"10";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"MZ52544";"male";46;"Diploma";"Dipendente";"Yes";"Comitato di Basso Lario";"Si";"10";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";28;13;2;4;2;2;3;3;2;3;1;3;3;0;15;19;29;29;17;12;33;114;17;20;35;22;20;64;20;58;13;17;13;2;13;11;4;7;0;12;5;14;8;14;9;22;40;14;9;15
"lombardia";"TP4217176";"female";28;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Calvisano";"Si";"11";"Meno di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"No";32;15;3;3;2;3;4;3;2;4;1;4;0;3;17;31;30;46;30;16;37;131;26;32;24;21;28;50;12;1;1;0;0;0;0;60;18;28;14;12;10;16;6;11;10;26;39;15;23;13
"lombardia";"mb59449";"female";44;"Diploma";"Dipendente";"Yes";"Comitato di Crema";"Si";"4";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"ALP11111";"male";48;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"4";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";4;0;0;0;0;0;0;3;1;0;0;0;0;0;4;37;47;38;24;14;33;136;30;17;35;40;14;67;26;72;12;15;15;1;29;2;0;1;1;25;22;12;20;20;20;62;57;20;24;15
"lombardia";"FM82816";"female";22;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";21;11;4;2;2;1;2;3;1;1;1;1;2;1;10;34;24;29;21;8;35;132;32;20;28;31;21;64;19;46;6;11;9;4;16;5;4;0;1;10;19;8;16;8;16;51;26;19;20;20
"lombardia";"IF36897";"female";36;"Laurea breve";"Dipendente";"Yes";"Comitato di Lodi";"Si";"16";"Più di 1 anno fa";"Meno di 1 turno al mese";"Soccorritore";"Yes";"Yes";15;8;3;1;1;2;1;1;2;1;1;1;1;0;7;30;24;35;22;13;34;135;33;16;26;33;27;68;13;71;12;16;15;6;22;41;16;17;8;13;12;10;14;13;13;39;36;24;22;24
"lombardia";"CZ381114";"male";40;"Laurea breve";"Dipendente";"Yes";"Comitato di Varese";"Si";"11";"Più di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"No";23;10;3;1;2;1;3;2;2;2;3;2;1;1;13;30;22;26;16;10;31;117;18;20;33;26;20;64;20;20;1;3;11;0;5;13;8;5;0;14;16;8;12;14;15;43;36;20;17;23
"lombardia";"LR910715";"male";40;"Diploma";"Dipendente";"Yes";"Comitato di Lomazzo";"Si";"20";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";5;5;1;0;4;0;0;0;0;0;0;0;0;0;0;41;31;31;18;13;42;100;23;16;23;20;18;68;22;21;4;1;10;0;6;2;2;0;0;13;23;7;20;10;20;63;30;17;17;18
"lombardia";"NP34613";"male";23;"Diploma";"Dipendente";"Yes";"Comitato di Agrate Brianza";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";24;11;2;2;2;3;2;3;3;1;2;2;1;1;13;32;21;38;25;13;32;140;30;28;34;30;18;55;22;31;2;6;9;2;12;4;0;4;0;10;22;9;16;9;19;57;28;22;22;20
"lombardia";"RS52587";"female";36;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"5";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";19;10;2;2;3;2;1;1;1;1;2;1;1;2;9;44;33;30;21;9;44;151;38;22;34;37;20;61;20;62;12;15;12;2;21;14;2;10;2;14;16;9;17;12;13;46;35;21;22;24
"lombardia";"SG77069";"female";20;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";37;17;4;4;3;3;3;4;3;4;2;1;2;4;20;40;40;35;20;15;36;146;46;27;28;26;19;57;21;73;11;13;9;7;33;52;16;25;11;9;9;10;9;9;8;26;28;16;21;24
"lombardia";"AD55402";"male";67;"Diploma";"Libero professionista";"Yes";"Comitato di Cremona";"Si";"8";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";14;10;2;1;3;1;3;0;0;0;2;0;1;1;4;22;36;29;18;11;38;134;23;18;36;38;19;66;21;13;1;3;2;0;7;11;5;5;1;10;11;17;17;15;19;47;42;23;16;22
"lombardia";"AD366412";"male";48;"Diploma";"Dipendente";"Yes";"Comitato di Pavia";"Si";"14";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"No";"No";24;9;2;2;2;2;1;2;2;2;3;2;2;2;15;32;26;29;17;12;29;153;33;29;33;35;23;53;17;74;10;15;15;6;28;25;9;11;5;13;13;12;11;12;12;36;37;17;18;16
"lombardia";"AN193728";"male";34;"Diploma";"Libero professionista";"Yes";"Comitato di Lodi";"Si";"14";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";21;10;3;1;3;1;2;1;1;3;3;0;2;1;11;33;41;29;17;12;40;123;28;21;27;27;20;63;20;68;8;19;16;0;25;18;2;11;5;12;10;10;9;16;14;33;38;6;20;16
"lombardia";"VC83878";"female";21;"Diploma";"Studente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";24;12;2;2;3;2;3;2;2;2;2;2;2;0;12;23;25;29;24;5;39;118;27;18;29;24;20;66;20;11;3;1;4;0;3;4;1;3;0;6;21;7;17;7;20;58;20;20;16;12
"lombardia";"DC04662";"male";18;"Diploma";"Studente";"Yes";"Comitato di San Fermo della Battaglia";"Si";"1";"Più di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";36;14;3;4;3;1;3;4;3;4;2;3;2;4;22;15;19;30;19;11;40;160;30;25;37;37;31;59;9;58;8;14;9;9;18;12;8;4;0;12;15;18;6;11;14;35;41;13;5;7
"lombardia";"Gm3375139";"female";47;"Diploma";"Dipendente";"Yes";"Comitato di Morbegno";"Si";"15";"Meno di 1 anno fa";"1 turno al mese";"Soccorritore";"No";"Yes";17;8;2;1;1;3;1;2;1;1;1;2;1;1;9;29;23;33;22;11;32;136;31;25;33;31;16;58;24;4;4;0;0;0;0;0;0;0;0;16;15;12;15;12;14;44;40;19;19;20
"lombardia";"Mm820036";"female";53;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Cinisello Balsamo";"Si";"7";"Più di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";24;17;3;4;4;2;4;0;2;1;2;2;0;0;7;45;28;36;24;12;38;145;36;18;36;36;19;66;21;41;9;4;10;0;18;10;3;7;0;8;10;10;16;13;17;43;31;23;24;24
"lombardia";"GT09929";"male";62;"Diploma";"Dipendente";"Yes";"Comitato di Lecco";"Si";"14";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";23;11;3;1;3;2;2;2;2;2;3;1;1;1;12;24;25;27;19;8;32;120;23;22;25;29;21;62;19;30;5;5;9;2;9;21;8;11;2;7;17;10;12;11;18;47;28;16;7;15
"lombardia";"CO019924";"male";32;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"6";"Più di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";12;5;1;1;1;1;1;1;1;1;2;1;1;0;7;27;25;31;19;12;29;125;23;20;30;32;20;64;20;50;9;14;11;0;16;4;3;0;1;12;19;9;14;12;15;48;33;14;12;12
"lombardia";"MB58679";"female";26;"Diploma";"Dipendente";"Yes";"Comitato di Caravaggio";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";30;13;4;4;1;3;1;1;2;2;3;3;2;4;17;30;14;33;22;11;26;153;36;22;36;30;29;62;11;62;9;15;12;5;21;3;0;3;0;12;9;9;8;13;15;32;34;24;24;24
"lombardia";"PR13935";"male";30;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Ghedi";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";4;1;0;1;0;0;0;1;1;0;1;0;0;0;3;35;38;25;15;10;43;128;18;16;36;39;19;68;21;6;0;0;6;0;0;1;0;1;0;16;14;16;19;19;16;49;51;22;14;20
"lombardia";"GR665327";"female";23;"Diploma";"Studente";"Yes";"Comitato di Luino";"Si";"2";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";16;10;3;2;1;2;2;0;3;0;1;1;1;0;6;43;35;41;27;14;40;145;37;16;33;37;22;68;18;79;13;16;18;2;30;16;9;6;1;17;22;19;16;15;19;57;51;24;24;24
"lombardia";"Rg522313";"male";61;"Diploma";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"30";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";16;6;1;1;1;2;1;1;1;1;3;2;1;1;10;36;21;29;17;12;35;142;27;23;34;36;22;60;18;53;6;12;12;3;20;21;8;9;4;15;15;12;16;12;15;46;39;20;20;20
"lombardia";"ML299518";"female";54;"Laurea breve";"Dipendente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";16;9;4;2;1;2;0;2;2;0;1;1;0;1;7;29;25;41;28;13;29;135;26;19;36;31;23;64;17;33;7;7;5;1;13;8;3;3;2;10;20;10;17;13;19;56;33;16;16;15
